feature,importance,fold
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,3
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,3
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,3
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,3
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,3
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,3
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,3
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0,3
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0,3
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,9,3
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0,3
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,0,3
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,3
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,3
CC_NAME_CONTRACT_STATUS_Signed_MEAN,1,3
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,3
CC_NAME_CONTRACT_STATUS_Signed_VAR,10,3
CC_NAME_CONTRACT_STATUS_nan_MIN,0,3
CC_NAME_CONTRACT_STATUS_nan_MAX,0,3
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,3
CC_NAME_CONTRACT_STATUS_nan_SUM,0,3
CC_NAME_CONTRACT_STATUS_nan_VAR,0,3
CC_COUNT,2,3
DEBT_INCOME_RATIO,92,3
CURR_PREV_CREDIT_RATIO,103,3
CREDIT_GOODS_PRICE_RATIO,287,3
COMBINED_DPD_MEAN,136,3
CC_UTILIZATION_INCOME,30,3
CODE_GENDER,115,4
FLAG_OWN_CAR,14,4
FLAG_OWN_REALTY,11,4
CNT_CHILDREN,8,4
AMT_INCOME_TOTAL,93,4
AMT_CREDIT,122,4
AMT_ANNUITY,295,4
AMT_GOODS_PRICE,160,4
REGION_POPULATION_RELATIVE,216,4
DAYS_BIRTH,439,4
DAYS_EMPLOYED,236,4
DAYS_REGISTRATION,180,4
DAYS_ID_PUBLISH,264,4
OWN_CAR_AGE,150,4
FLAG_MOBIL,0,4
FLAG_EMP_PHONE,0,4
FLAG_WORK_PHONE,71,4
FLAG_CONT_MOBILE,0,4
FLAG_PHONE,10,4
FLAG_EMAIL,0,4
CNT_FAM_MEMBERS,6,4
REGION_RATING_CLIENT,5,4
REGION_RATING_CLIENT_W_CITY,76,4
HOUR_APPR_PROCESS_START,65,4
REG_REGION_NOT_LIVE_REGION,0,4
REG_REGION_NOT_WORK_REGION,4,4
LIVE_REGION_NOT_WORK_REGION,0,4
REG_CITY_NOT_LIVE_CITY,37,4
REG_CITY_NOT_WORK_CITY,2,4
LIVE_CITY_NOT_WORK_CITY,11,4
EXT_SOURCE_1,559,4
EXT_SOURCE_2,471,4
EXT_SOURCE_3,573,4
APARTMENTS_AVG,32,4
BASEMENTAREA_AVG,32,4
YEARS_BEGINEXPLUATATION_AVG,44,4
YEARS_BUILD_AVG,34,4
COMMONAREA_AVG,27,4
ELEVATORS_AVG,7,4
ENTRANCES_AVG,19,4
FLOORSMAX_AVG,26,4
FLOORSMIN_AVG,7,4
LANDAREA_AVG,44,4
LIVINGAPARTMENTS_AVG,23,4
LIVINGAREA_AVG,29,4
NONLIVINGAPARTMENTS_AVG,16,4
NONLIVINGAREA_AVG,32,4
APARTMENTS_MODE,39,4
BASEMENTAREA_MODE,26,4
YEARS_BEGINEXPLUATATION_MODE,33,4
YEARS_BUILD_MODE,33,4
COMMONAREA_MODE,44,4
ELEVATORS_MODE,10,4
ENTRANCES_MODE,17,4
FLOORSMAX_MODE,4,4
FLOORSMIN_MODE,5,4
LANDAREA_MODE,36,4
LIVINGAPARTMENTS_MODE,54,4
LIVINGAREA_MODE,26,4
NONLIVINGAPARTMENTS_MODE,2,4
NONLIVINGAREA_MODE,42,4
APARTMENTS_MEDI,33,4
BASEMENTAREA_MEDI,16,4
YEARS_BEGINEXPLUATATION_MEDI,48,4
YEARS_BUILD_MEDI,6,4
COMMONAREA_MEDI,36,4
ELEVATORS_MEDI,3,4
ENTRANCES_MEDI,9,4
FLOORSMAX_MEDI,4,4
FLOORSMIN_MEDI,4,4
LANDAREA_MEDI,18,4
LIVINGAPARTMENTS_MEDI,30,4
LIVINGAREA_MEDI,31,4
NONLIVINGAPARTMENTS_MEDI,3,4
NONLIVINGAREA_MEDI,15,4
TOTALAREA_MODE,38,4
OBS_30_CNT_SOCIAL_CIRCLE,31,4
DEF_30_CNT_SOCIAL_CIRCLE,50,4
OBS_60_CNT_SOCIAL_CIRCLE,33,4
DEF_60_CNT_SOCIAL_CIRCLE,39,4
DAYS_LAST_PHONE_CHANGE,148,4
FLAG_DOCUMENT_2,0,4
FLAG_DOCUMENT_3,46,4
FLAG_DOCUMENT_4,0,4
FLAG_DOCUMENT_5,0,4
FLAG_DOCUMENT_6,1,4
FLAG_DOCUMENT_7,0,4
FLAG_DOCUMENT_8,10,4
FLAG_DOCUMENT_9,0,4
FLAG_DOCUMENT_10,0,4
FLAG_DOCUMENT_11,7,4
FLAG_DOCUMENT_12,0,4
FLAG_DOCUMENT_13,9,4
FLAG_DOCUMENT_14,1,4
FLAG_DOCUMENT_15,0,4
FLAG_DOCUMENT_16,26,4
FLAG_DOCUMENT_17,0,4
FLAG_DOCUMENT_18,30,4
FLAG_DOCUMENT_19,0,4
FLAG_DOCUMENT_20,0,4
FLAG_DOCUMENT_21,0,4
AMT_REQ_CREDIT_BUREAU_HOUR,0,4
AMT_REQ_CREDIT_BUREAU_DAY,2,4
AMT_REQ_CREDIT_BUREAU_WEEK,14,4
AMT_REQ_CREDIT_BUREAU_MON,25,4
AMT_REQ_CREDIT_BUREAU_QRT,73,4
AMT_REQ_CREDIT_BUREAU_YEAR,29,4
NAME_CONTRACT_TYPE_Cash_loans,33,4
NAME_CONTRACT_TYPE_Revolving_loans,7,4
NAME_TYPE_SUITE_Children,1,4
NAME_TYPE_SUITE_Family,2,4
NAME_TYPE_SUITE_Group_of_people,0,4
NAME_TYPE_SUITE_Other_A,0,4
NAME_TYPE_SUITE_Other_B,6,4
NAME_TYPE_SUITE_Spouse_partner,11,4
NAME_TYPE_SUITE_Unaccompanied,10,4
NAME_INCOME_TYPE_Businessman,0,4
NAME_INCOME_TYPE_Commercial_associate,0,4
NAME_INCOME_TYPE_Maternity_leave,0,4
NAME_INCOME_TYPE_Pensioner,0,4
NAME_INCOME_TYPE_State_servant,23,4
NAME_INCOME_TYPE_Student,0,4
NAME_INCOME_TYPE_Unemployed,0,4
NAME_INCOME_TYPE_Working,9,4
NAME_EDUCATION_TYPE_Academic_degree,0,4
NAME_EDUCATION_TYPE_Higher_education,41,4
NAME_EDUCATION_TYPE_Incomplete_higher,9,4
NAME_EDUCATION_TYPE_Lower_secondary,17,4
NAME_EDUCATION_TYPE_Secondary_secondary_special,22,4
NAME_FAMILY_STATUS_Civil_marriage,0,4
NAME_FAMILY_STATUS_Married,92,4
NAME_FAMILY_STATUS_Separated,0,4
NAME_FAMILY_STATUS_Single_not_married,12,4
NAME_FAMILY_STATUS_Unknown,0,4
NAME_FAMILY_STATUS_Widow,3,4
NAME_HOUSING_TYPE_Co_op_apartment,0,4
NAME_HOUSING_TYPE_House_apartment,8,4
NAME_HOUSING_TYPE_Municipal_apartment,23,4
NAME_HOUSING_TYPE_Office_apartment,29,4
NAME_HOUSING_TYPE_Rented_apartment,2,4
NAME_HOUSING_TYPE_With_parents,5,4
OCCUPATION_TYPE_Accountants,21,4
OCCUPATION_TYPE_Cleaning_staff,0,4
OCCUPATION_TYPE_Cooking_staff,2,4
OCCUPATION_TYPE_Core_staff,28,4
OCCUPATION_TYPE_Drivers,24,4
OCCUPATION_TYPE_HR_staff,0,4
OCCUPATION_TYPE_High_skill_tech_staff,26,4
OCCUPATION_TYPE_IT_staff,0,4
OCCUPATION_TYPE_Laborers,6,4
OCCUPATION_TYPE_Low_skill_Laborers,0,4
OCCUPATION_TYPE_Managers,2,4
OCCUPATION_TYPE_Medicine_staff,26,4
OCCUPATION_TYPE_Private_service_staff,0,4
OCCUPATION_TYPE_Realty_agents,0,4
OCCUPATION_TYPE_Sales_staff,4,4
OCCUPATION_TYPE_Secretaries,0,4
OCCUPATION_TYPE_Security_staff,1,4
OCCUPATION_TYPE_Waiters_barmen_staff,6,4
WEEKDAY_APPR_PROCESS_START_FRIDAY,1,4
WEEKDAY_APPR_PROCESS_START_MONDAY,30,4
WEEKDAY_APPR_PROCESS_START_SATURDAY,4,4
WEEKDAY_APPR_PROCESS_START_SUNDAY,12,4
WEEKDAY_APPR_PROCESS_START_THURSDAY,3,4
WEEKDAY_APPR_PROCESS_START_TUESDAY,3,4
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,14,4
ORGANIZATION_TYPE_Advertising,0,4
ORGANIZATION_TYPE_Agriculture,0,4
ORGANIZATION_TYPE_Bank,19,4
ORGANIZATION_TYPE_Business_Entity_Type_1,0,4
ORGANIZATION_TYPE_Business_Entity_Type_2,7,4
ORGANIZATION_TYPE_Business_Entity_Type_3,22,4
ORGANIZATION_TYPE_Cleaning,0,4
ORGANIZATION_TYPE_Construction,30,4
ORGANIZATION_TYPE_Culture,0,4
ORGANIZATION_TYPE_Electricity,2,4
ORGANIZATION_TYPE_Emergency,2,4
ORGANIZATION_TYPE_Government,4,4
ORGANIZATION_TYPE_Hotel,3,4
ORGANIZATION_TYPE_Housing,0,4
ORGANIZATION_TYPE_Industry_type_1,0,4
ORGANIZATION_TYPE_Industry_type_10,0,4
ORGANIZATION_TYPE_Industry_type_11,0,4
ORGANIZATION_TYPE_Industry_type_12,12,4
ORGANIZATION_TYPE_Industry_type_13,0,4
ORGANIZATION_TYPE_Industry_type_2,0,4
ORGANIZATION_TYPE_Industry_type_3,4,4
ORGANIZATION_TYPE_Industry_type_4,0,4
ORGANIZATION_TYPE_Industry_type_5,2,4
ORGANIZATION_TYPE_Industry_type_6,0,4
ORGANIZATION_TYPE_Industry_type_7,0,4
ORGANIZATION_TYPE_Industry_type_8,0,4
ORGANIZATION_TYPE_Industry_type_9,21,4
ORGANIZATION_TYPE_Insurance,0,4
ORGANIZATION_TYPE_Kindergarten,17,4
ORGANIZATION_TYPE_Legal_Services,0,4
ORGANIZATION_TYPE_Medicine,20,4
ORGANIZATION_TYPE_Military,34,4
ORGANIZATION_TYPE_Mobile,0,4
ORGANIZATION_TYPE_Other,0,4
ORGANIZATION_TYPE_Police,11,4
ORGANIZATION_TYPE_Postal,0,4
ORGANIZATION_TYPE_Realtor,12,4
ORGANIZATION_TYPE_Religion,0,4
ORGANIZATION_TYPE_Restaurant,0,4
ORGANIZATION_TYPE_School,33,4
ORGANIZATION_TYPE_Security,0,4
ORGANIZATION_TYPE_Security_Ministries,11,4
ORGANIZATION_TYPE_Self_employed,51,4
ORGANIZATION_TYPE_Services,0,4
ORGANIZATION_TYPE_Telecom,0,4
ORGANIZATION_TYPE_Trade_type_1,0,4
ORGANIZATION_TYPE_Trade_type_2,0,4
ORGANIZATION_TYPE_Trade_type_3,0,4
ORGANIZATION_TYPE_Trade_type_4,0,4
ORGANIZATION_TYPE_Trade_type_5,0,4
ORGANIZATION_TYPE_Trade_type_6,0,4
ORGANIZATION_TYPE_Trade_type_7,0,4
ORGANIZATION_TYPE_Transport_type_1,0,4
ORGANIZATION_TYPE_Transport_type_2,0,4
ORGANIZATION_TYPE_Transport_type_3,30,4
ORGANIZATION_TYPE_Transport_type_4,3,4
ORGANIZATION_TYPE_University,0,4
ORGANIZATION_TYPE_XNA,0,4
FONDKAPREMONT_MODE_not_specified,0,4
FONDKAPREMONT_MODE_org_spec_account,1,4
FONDKAPREMONT_MODE_reg_oper_account,2,4
FONDKAPREMONT_MODE_reg_oper_spec_account,4,4
HOUSETYPE_MODE_block_of_flats,2,4
HOUSETYPE_MODE_specific_housing,5,4
HOUSETYPE_MODE_terraced_house,0,4
WALLSMATERIAL_MODE_Block,3,4
WALLSMATERIAL_MODE_Mixed,2,4
WALLSMATERIAL_MODE_Monolithic,0,4
WALLSMATERIAL_MODE_Others,1,4
WALLSMATERIAL_MODE_Panel,8,4
WALLSMATERIAL_MODE_Stone_brick,33,4
WALLSMATERIAL_MODE_Wooden,0,4
EMERGENCYSTATE_MODE_No,0,4
EMERGENCYSTATE_MODE_Yes,7,4
DAYS_EMPLOYED_PERC,206,4
INCOME_CREDIT_PERC,146,4
INCOME_PER_PERSON,97,4
ANNUITY_INCOME_PERC,180,4
PAYMENT_RATE,560,4
BURO_DAYS_CREDIT_MIN,75,4
BURO_DAYS_CREDIT_MAX,138,4
BURO_DAYS_CREDIT_MEAN,101,4
BURO_DAYS_CREDIT_VAR,95,4
BURO_DAYS_CREDIT_ENDDATE_MIN,32,4
BURO_DAYS_CREDIT_ENDDATE_MAX,199,4
BURO_DAYS_CREDIT_ENDDATE_MEAN,101,4
BURO_DAYS_CREDIT_UPDATE_MEAN,56,4
BURO_CREDIT_DAY_OVERDUE_MAX,2,4
BURO_CREDIT_DAY_OVERDUE_MEAN,4,4
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,141,4
BURO_AMT_CREDIT_SUM_MAX,91,4
BURO_AMT_CREDIT_SUM_MEAN,96,4
BURO_AMT_CREDIT_SUM_SUM,88,4
BURO_AMT_CREDIT_SUM_DEBT_MAX,42,4
BURO_AMT_CREDIT_SUM_DEBT_MEAN,88,4
BURO_AMT_CREDIT_SUM_DEBT_SUM,38,4
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,33,4
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,39,4
BURO_AMT_CREDIT_SUM_LIMIT_SUM,25,4
BURO_AMT_ANNUITY_MAX,30,4
BURO_AMT_ANNUITY_MEAN,38,4
BURO_CNT_CREDIT_PROLONG_SUM,30,4
BURO_MONTHS_BALANCE_MIN_MIN,13,4
BURO_MONTHS_BALANCE_MAX_MAX,11,4
BURO_MONTHS_BALANCE_SIZE_MEAN,22,4
BURO_MONTHS_BALANCE_SIZE_SUM,29,4
BURO_STATUS_SCORE_MAX_MAX,0,4
BURO_STATUS_SCORE_MAX_MEAN,14,4
BURO_STATUS_SCORE_MEAN_MEAN,16,4
BURO_STATUS_SCORE_RECENT6_MEAN_MEAN,6,4
BURO_STATUS_SCORE_TREND_MEAN,24,4
BURO_STATUS_SCORE_TREND_MAX,30,4
BURO_DAYS_ENDDATE_FACT_MEAN,63,4
BURO_CREDIT_ACTIVE_Active_MEAN,38,4
BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0,4
BURO_CREDIT_ACTIVE_Closed_MEAN,47,4
BURO_CREDIT_ACTIVE_Sold_MEAN,22,4
BURO_CREDIT_ACTIVE_nan_MEAN,0,4
BURO_CREDIT_CURRENCY_currency_1_MEAN,0,4
BURO_CREDIT_CURRENCY_currency_2_MEAN,0,4
BURO_CREDIT_CURRENCY_currency_3_MEAN,0,4
BURO_CREDIT_CURRENCY_currency_4_MEAN,0,4
BURO_CREDIT_CURRENCY_nan_MEAN,0,4
BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,22,4
BURO_CREDIT_TYPE_Car_loan_MEAN,56,4
BURO_CREDIT_TYPE_Cash_loan_non_earmarked__MEAN,0,4
BURO_CREDIT_TYPE_Consumer_credit_MEAN,46,4
BURO_CREDIT_TYPE_Credit_card_MEAN,97,4
BURO_CREDIT_TYPE_Interbank_credit_MEAN,0,4
BURO_CREDIT_TYPE_Loan_for_business_development_MEAN,0,4
BURO_CREDIT_TYPE_Loan_for_purchase_of_shares_margin_lending__MEAN,0,4
BURO_CREDIT_TYPE_Loan_for_the_purchase_of_equipment_MEAN,0,4
BURO_CREDIT_TYPE_Loan_for_working_capital_replenishment_MEAN,0,4
BURO_CREDIT_TYPE_Microloan_MEAN,79,4
BURO_CREDIT_TYPE_Mobile_operator_loan_MEAN,0,4
BURO_CREDIT_TYPE_Mortgage_MEAN,60,4
BURO_CREDIT_TYPE_Real_estate_loan_MEAN,0,4
BURO_CREDIT_TYPE_Unknown_type_of_loan_MEAN,0,4
BURO_CREDIT_TYPE_nan_MEAN,0,4
BURO_STATUS_0_MEAN_MEAN,116,4
BURO_STATUS_1_MEAN_MEAN,30,4
BURO_STATUS_2_MEAN_MEAN,4,4
BURO_STATUS_3_MEAN_MEAN,1,4
BURO_STATUS_4_MEAN_MEAN,2,4
BURO_STATUS_5_MEAN_MEAN,0,4
BURO_STATUS_C_MEAN_MEAN,21,4
BURO_STATUS_X_MEAN_MEAN,55,4
BURO_STATUS_nan_MEAN_MEAN,0,4
ACTIVE_DAYS_CREDIT_MIN,79,4
ACTIVE_DAYS_CREDIT_MAX,235,4
ACTIVE_DAYS_CREDIT_MEAN,143,4
ACTIVE_DAYS_CREDIT_VAR,121,4
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,194,4
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,146,4
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,108,4
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,137,4
ACTIVE_CREDIT_DAY_OVERDUE_MAX,0,4
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,0,4
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,137,4
ACTIVE_AMT_CREDIT_SUM_MAX,137,4
ACTIVE_AMT_CREDIT_SUM_MEAN,97,4
ACTIVE_AMT_CREDIT_SUM_SUM,175,4
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,74,4
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,78,4
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,91,4
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,41,4
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,79,4
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,22,4
ACTIVE_AMT_ANNUITY_MAX,34,4
ACTIVE_AMT_ANNUITY_MEAN,54,4
ACTIVE_CNT_CREDIT_PROLONG_SUM,12,4
ACTIVE_MONTHS_BALANCE_MIN_MIN,30,4
ACTIVE_MONTHS_BALANCE_MAX_MAX,30,4
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,75,4
ACTIVE_MONTHS_BALANCE_SIZE_SUM,33,4
ACTIVE_STATUS_SCORE_MAX_MAX,0,4
ACTIVE_STATUS_SCORE_MAX_MEAN,2,4
ACTIVE_STATUS_SCORE_MEAN_MEAN,24,4
ACTIVE_STATUS_SCORE_RECENT6_MEAN_MEAN,1,4
ACTIVE_STATUS_SCORE_TREND_MEAN,41,4
ACTIVE_STATUS_SCORE_TREND_MAX,19,4
CLOSED_DAYS_CREDIT_MIN,69,4
CLOSED_DAYS_CREDIT_MAX,167,4
CLOSED_DAYS_CREDIT_MEAN,54,4
CLOSED_DAYS_CREDIT_VAR,112,4
CLOSED_DAYS_CREDIT_ENDDATE_MIN,32,4
CLOSED_DAYS_CREDIT_ENDDATE_MAX,114,4
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,57,4
CLOSED_DAYS_CREDIT_UPDATE_MEAN,101,4
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,4
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,4
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,63,4
CLOSED_AMT_CREDIT_SUM_MAX,98,4
CLOSED_AMT_CREDIT_SUM_MEAN,117,4
CLOSED_AMT_CREDIT_SUM_SUM,104,4
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,43,4
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,19,4
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,13,4
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,4
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,16,4
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,0,4
CLOSED_AMT_ANNUITY_MAX,20,4
CLOSED_AMT_ANNUITY_MEAN,28,4
CLOSED_CNT_CREDIT_PROLONG_SUM,0,4
CLOSED_MONTHS_BALANCE_MIN_MIN,8,4
CLOSED_MONTHS_BALANCE_MAX_MAX,7,4
CLOSED_MONTHS_BALANCE_SIZE_MEAN,55,4
CLOSED_MONTHS_BALANCE_SIZE_SUM,46,4
CLOSED_STATUS_SCORE_MAX_MAX,0,4
CLOSED_STATUS_SCORE_MAX_MEAN,15,4
CLOSED_STATUS_SCORE_MEAN_MEAN,15,4
CLOSED_STATUS_SCORE_RECENT6_MEAN_MEAN,8,4
CLOSED_STATUS_SCORE_TREND_MEAN,20,4
CLOSED_STATUS_SCORE_TREND_MAX,26,4
PREV_AMT_ANNUITY_MIN,52,4
PREV_AMT_ANNUITY_MAX,51,4
PREV_AMT_ANNUITY_MEAN,112,4
PREV_AMT_APPLICATION_MIN,36,4
PREV_AMT_APPLICATION_MAX,38,4
PREV_AMT_APPLICATION_MEAN,34,4
PREV_AMT_CREDIT_MIN,19,4
PREV_AMT_CREDIT_MAX,45,4
PREV_AMT_CREDIT_MEAN,43,4
PREV_APP_CREDIT_PERC_MIN,101,4
PREV_APP_CREDIT_PERC_MAX,55,4
PREV_APP_CREDIT_PERC_MEAN,112,4
PREV_APP_CREDIT_PERC_VAR,85,4
PREV_AMT_DOWN_PAYMENT_MIN,22,4
PREV_AMT_DOWN_PAYMENT_MAX,70,4
PREV_AMT_DOWN_PAYMENT_MEAN,35,4
PREV_AMT_GOODS_PRICE_MIN,45,4
PREV_AMT_GOODS_PRICE_MAX,11,4
PREV_AMT_GOODS_PRICE_MEAN,54,4
PREV_HOUR_APPR_PROCESS_START_MIN,28,4
PREV_HOUR_APPR_PROCESS_START_MAX,54,4
PREV_HOUR_APPR_PROCESS_START_MEAN,116,4
PREV_RATE_DOWN_PAYMENT_MIN,37,4
PREV_RATE_DOWN_PAYMENT_MAX,49,4
PREV_RATE_DOWN_PAYMENT_MEAN,80,4
PREV_DAYS_DECISION_MIN,72,4
PREV_DAYS_DECISION_MAX,112,4
PREV_DAYS_DECISION_MEAN,60,4
PREV_CNT_PAYMENT_MEAN,157,4
PREV_CNT_PAYMENT_SUM,64,4
PREV_SK_ID_PREV_MEAN,82,4
PREV_NFLAG_LAST_APPL_IN_DAY_MEAN,0,4
PREV_RATE_INTEREST_PRIMARY_MEAN,0,4
PREV_RATE_INTEREST_PRIVILEGED_MEAN,0,4
PREV_SELLERPLACE_AREA_MEAN,111,4
PREV_DAYS_FIRST_DRAWING_MEAN,102,4
PREV_DAYS_FIRST_DUE_MEAN,60,4
PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,206,4
PREV_DAYS_LAST_DUE_MEAN,148,4
PREV_DAYS_TERMINATION_MEAN,117,4
PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,31,4
PREV_NAME_CONTRACT_TYPE_Cash_loans_MEAN,21,4
PREV_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,9,4
PREV_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,11,4
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,4
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,4
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,55,4
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,55,4
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,66,4
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,37,4
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,65,4
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,29,4
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,36,4
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,4
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,0,4
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,2,4
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Building_a_house_or_an_annex_MEAN,5,4
PREV_NAME_CASH_LOAN_PURPOSE_Business_development_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_garage_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_holiday_home_land_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_home_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_new_car_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_used_car_MEAN,2,4
PREV_NAME_CASH_LOAN_PURPOSE_Car_repairs_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,9,4
PREV_NAME_CASH_LOAN_PURPOSE_Everyday_expenses_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,7,4
PREV_NAME_CASH_LOAN_PURPOSE_Gasification_water_supply_MEAN,17,4
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,13,4
PREV_NAME_CASH_LOAN_PURPOSE_Money_for_a_third_person_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,2,4
PREV_NAME_CASH_LOAN_PURPOSE_Payments_on_other_loans_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Purchase_of_electronic_equipment_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Refusal_to_name_the_goal_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,13,4
PREV_NAME_CASH_LOAN_PURPOSE_Urgent_needs_MEAN,29,4
PREV_NAME_CASH_LOAN_PURPOSE_Wedding_gift_holiday_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,6,4
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,22,4
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,4
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,54,4
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,51,4
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,75,4
PREV_NAME_CONTRACT_STATUS_Unused_offer_MEAN,9,4
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,4
PREV_NAME_PAYMENT_TYPE_Cash_through_the_bank_MEAN,25,4
PREV_NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer_MEAN,0,4
PREV_NAME_PAYMENT_TYPE_Non_cash_from_your_account_MEAN,3,4
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,19,4
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,4
PREV_CODE_REJECT_REASON_CLIENT_MEAN,3,4
PREV_CODE_REJECT_REASON_HC_MEAN,30,4
PREV_CODE_REJECT_REASON_LIMIT_MEAN,27,4
PREV_CODE_REJECT_REASON_SCO_MEAN,57,4
PREV_CODE_REJECT_REASON_SCOFR_MEAN,4,4
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,4
PREV_CODE_REJECT_REASON_VERIF_MEAN,16,4
PREV_CODE_REJECT_REASON_XAP_MEAN,39,4
PREV_CODE_REJECT_REASON_XNA_MEAN,3,4
PREV_CODE_REJECT_REASON_nan_MEAN,0,4
PREV_NAME_TYPE_SUITE_Children_MEAN,22,4
PREV_NAME_TYPE_SUITE_Family_MEAN,35,4
PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,4,4
PREV_NAME_TYPE_SUITE_Other_A_MEAN,2,4
PREV_NAME_TYPE_SUITE_Other_B_MEAN,14,4
