feature,importance,fold
ORGANIZATION_TYPE_Military,34,2
ORGANIZATION_TYPE_Mobile,0,2
ORGANIZATION_TYPE_Other,1,2
ORGANIZATION_TYPE_Police,5,2
ORGANIZATION_TYPE_Postal,3,2
ORGANIZATION_TYPE_Realtor,15,2
ORGANIZATION_TYPE_Religion,0,2
ORGANIZATION_TYPE_Restaurant,6,2
ORGANIZATION_TYPE_School,24,2
ORGANIZATION_TYPE_Security,0,2
ORGANIZATION_TYPE_Security_Ministries,16,2
ORGANIZATION_TYPE_Self_employed,50,2
ORGANIZATION_TYPE_Services,0,2
ORGANIZATION_TYPE_Telecom,8,2
ORGANIZATION_TYPE_Trade_type_1,0,2
ORGANIZATION_TYPE_Trade_type_2,4,2
ORGANIZATION_TYPE_Trade_type_3,4,2
ORGANIZATION_TYPE_Trade_type_4,0,2
ORGANIZATION_TYPE_Trade_type_5,0,2
ORGANIZATION_TYPE_Trade_type_6,0,2
ORGANIZATION_TYPE_Trade_type_7,3,2
ORGANIZATION_TYPE_Transport_type_1,9,2
ORGANIZATION_TYPE_Transport_type_2,0,2
ORGANIZATION_TYPE_Transport_type_3,27,2
ORGANIZATION_TYPE_Transport_type_4,0,2
ORGANIZATION_TYPE_University,0,2
ORGANIZATION_TYPE_XNA,0,2
FONDKAPREMONT_MODE_not_specified,1,2
FONDKAPREMONT_MODE_org_spec_account,0,2
FONDKAPREMONT_MODE_reg_oper_account,0,2
FONDKAPREMONT_MODE_reg_oper_spec_account,5,2
HOUSETYPE_MODE_block_of_flats,0,2
HOUSETYPE_MODE_specific_housing,2,2
HOUSETYPE_MODE_terraced_house,0,2
WALLSMATERIAL_MODE_Block,0,2
WALLSMATERIAL_MODE_Mixed,1,2
WALLSMATERIAL_MODE_Monolithic,0,2
WALLSMATERIAL_MODE_Others,8,2
WALLSMATERIAL_MODE_Panel,12,2
WALLSMATERIAL_MODE_Stone_brick,27,2
WALLSMATERIAL_MODE_Wooden,0,2
EMERGENCYSTATE_MODE_No,0,2
EMERGENCYSTATE_MODE_Yes,0,2
DAYS_EMPLOYED_PERC,245,2
INCOME_CREDIT_PERC,167,2
INCOME_PER_PERSON,107,2
ANNUITY_INCOME_PERC,197,2
PAYMENT_RATE,567,2
BURO_DAYS_CREDIT_MIN,54,2
BURO_DAYS_CREDIT_MAX,113,2
BURO_DAYS_CREDIT_MEAN,97,2
BURO_DAYS_CREDIT_VAR,101,2
BURO_DAYS_CREDIT_ENDDATE_MIN,44,2
BURO_DAYS_CREDIT_ENDDATE_MAX,189,2
BURO_DAYS_CREDIT_ENDDATE_MEAN,108,2
BURO_DAYS_CREDIT_UPDATE_MEAN,54,2
BURO_CREDIT_DAY_OVERDUE_MAX,6,2
BURO_CREDIT_DAY_OVERDUE_MEAN,7,2
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,149,2
BURO_AMT_CREDIT_SUM_MAX,75,2
BURO_AMT_CREDIT_SUM_MEAN,133,2
BURO_AMT_CREDIT_SUM_SUM,78,2
BURO_AMT_CREDIT_SUM_DEBT_MAX,49,2
BURO_AMT_CREDIT_SUM_DEBT_MEAN,105,2
BURO_AMT_CREDIT_SUM_DEBT_SUM,49,2
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,50,2
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,60,2
BURO_AMT_CREDIT_SUM_LIMIT_SUM,30,2
BURO_AMT_ANNUITY_MAX,27,2
BURO_AMT_ANNUITY_MEAN,36,2
BURO_CNT_CREDIT_PROLONG_SUM,4,2
BURO_MONTHS_BALANCE_MIN_MIN,25,2
BURO_MONTHS_BALANCE_MAX_MAX,13,2
BURO_MONTHS_BALANCE_SIZE_MEAN,34,2
BURO_MONTHS_BALANCE_SIZE_SUM,17,2
BURO_STATUS_SCORE_MAX_MAX,6,2
BURO_STATUS_SCORE_MAX_MEAN,19,2
BURO_STATUS_SCORE_MEAN_MEAN,12,2
BURO_STATUS_SCORE_RECENT6_MEAN_MEAN,16,2
BURO_STATUS_SCORE_TREND_MEAN,45,2
BURO_STATUS_SCORE_TREND_MAX,9,2
BURO_DAYS_ENDDATE_FACT_MEAN,58,2
BURO_CREDIT_ACTIVE_Active_MEAN,60,2
BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0,2
BURO_CREDIT_ACTIVE_Closed_MEAN,48,2
BURO_CREDIT_ACTIVE_Sold_MEAN,21,2
BURO_CREDIT_ACTIVE_nan_MEAN,0,2
BURO_CREDIT_CURRENCY_currency_1_MEAN,0,2
BURO_CREDIT_CURRENCY_currency_2_MEAN,0,2
BURO_CREDIT_CURRENCY_currency_3_MEAN,0,2
BURO_CREDIT_CURRENCY_currency_4_MEAN,0,2
BURO_CREDIT_CURRENCY_nan_MEAN,0,2
BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,35,2
BURO_CREDIT_TYPE_Car_loan_MEAN,40,2
BURO_CREDIT_TYPE_Cash_loan_non_earmarked__MEAN,0,2
BURO_CREDIT_TYPE_Consumer_credit_MEAN,24,2
BURO_CREDIT_TYPE_Credit_card_MEAN,47,2
BURO_CREDIT_TYPE_Interbank_credit_MEAN,0,2
BURO_CREDIT_TYPE_Loan_for_business_development_MEAN,0,2
BURO_CREDIT_TYPE_Loan_for_purchase_of_shares_margin_lending__MEAN,0,2
BURO_CREDIT_TYPE_Loan_for_the_purchase_of_equipment_MEAN,0,2
BURO_CREDIT_TYPE_Loan_for_working_capital_replenishment_MEAN,4,2
BURO_CREDIT_TYPE_Microloan_MEAN,67,2
BURO_CREDIT_TYPE_Mobile_operator_loan_MEAN,0,2
BURO_CREDIT_TYPE_Mortgage_MEAN,60,2
BURO_CREDIT_TYPE_Real_estate_loan_MEAN,0,2
BURO_CREDIT_TYPE_Unknown_type_of_loan_MEAN,0,2
BURO_CREDIT_TYPE_nan_MEAN,0,2
BURO_STATUS_0_MEAN_MEAN,94,2
BURO_STATUS_1_MEAN_MEAN,26,2
BURO_STATUS_2_MEAN_MEAN,6,2
BURO_STATUS_3_MEAN_MEAN,0,2
BURO_STATUS_4_MEAN_MEAN,4,2
BURO_STATUS_5_MEAN_MEAN,0,2
BURO_STATUS_C_MEAN_MEAN,36,2
BURO_STATUS_X_MEAN_MEAN,47,2
BURO_STATUS_nan_MEAN_MEAN,0,2
ACTIVE_DAYS_CREDIT_MIN,73,2
ACTIVE_DAYS_CREDIT_MAX,234,2
ACTIVE_DAYS_CREDIT_MEAN,114,2
ACTIVE_DAYS_CREDIT_VAR,64,2
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,198,2
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,117,2
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,140,2
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,133,2
ACTIVE_CREDIT_DAY_OVERDUE_MAX,3,2
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,7,2
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,142,2
ACTIVE_AMT_CREDIT_SUM_MAX,84,2
ACTIVE_AMT_CREDIT_SUM_MEAN,110,2
ACTIVE_AMT_CREDIT_SUM_SUM,134,2
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,95,2
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,100,2
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,86,2
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,23,2
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,100,2
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,45,2
ACTIVE_AMT_ANNUITY_MAX,52,2
ACTIVE_AMT_ANNUITY_MEAN,35,2
ACTIVE_CNT_CREDIT_PROLONG_SUM,2,2
ACTIVE_MONTHS_BALANCE_MIN_MIN,20,2
ACTIVE_MONTHS_BALANCE_MAX_MAX,38,2
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,64,2
ACTIVE_MONTHS_BALANCE_SIZE_SUM,46,2
ACTIVE_STATUS_SCORE_MAX_MAX,0,2
ACTIVE_STATUS_SCORE_MAX_MEAN,12,2
ACTIVE_STATUS_SCORE_MEAN_MEAN,2,2
ACTIVE_STATUS_SCORE_RECENT6_MEAN_MEAN,14,2
ACTIVE_STATUS_SCORE_TREND_MEAN,33,2
ACTIVE_STATUS_SCORE_TREND_MAX,19,2
CLOSED_DAYS_CREDIT_MIN,57,2
CLOSED_DAYS_CREDIT_MAX,181,2
CLOSED_DAYS_CREDIT_MEAN,79,2
CLOSED_DAYS_CREDIT_VAR,124,2
CLOSED_DAYS_CREDIT_ENDDATE_MIN,43,2
CLOSED_DAYS_CREDIT_ENDDATE_MAX,181,2
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,53,2
CLOSED_DAYS_CREDIT_UPDATE_MEAN,84,2
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,2
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,2
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,68,2
CLOSED_AMT_CREDIT_SUM_MAX,68,2
CLOSED_AMT_CREDIT_SUM_MEAN,139,2
CLOSED_AMT_CREDIT_SUM_SUM,105,2
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,22,2
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,22,2
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,12,2
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,2
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,16,2
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,1,2
CLOSED_AMT_ANNUITY_MAX,25,2
CLOSED_AMT_ANNUITY_MEAN,33,2
CLOSED_CNT_CREDIT_PROLONG_SUM,0,2
CLOSED_MONTHS_BALANCE_MIN_MIN,11,2
CLOSED_MONTHS_BALANCE_MAX_MAX,5,2
CLOSED_MONTHS_BALANCE_SIZE_MEAN,41,2
CLOSED_MONTHS_BALANCE_SIZE_SUM,60,2
CLOSED_STATUS_SCORE_MAX_MAX,1,2
CLOSED_STATUS_SCORE_MAX_MEAN,14,2
CLOSED_STATUS_SCORE_MEAN_MEAN,10,2
CLOSED_STATUS_SCORE_RECENT6_MEAN_MEAN,10,2
CLOSED_STATUS_SCORE_TREND_MEAN,32,2
CLOSED_STATUS_SCORE_TREND_MAX,27,2
PREV_AMT_ANNUITY_MIN,68,2
PREV_AMT_ANNUITY_MAX,44,2
PREV_AMT_ANNUITY_MEAN,84,2
PREV_AMT_APPLICATION_MIN,34,2
PREV_AMT_APPLICATION_MAX,19,2
PREV_AMT_APPLICATION_MEAN,49,2
PREV_AMT_CREDIT_MIN,31,2
PREV_AMT_CREDIT_MAX,47,2
PREV_AMT_CREDIT_MEAN,64,2
PREV_APP_CREDIT_PERC_MIN,77,2
PREV_APP_CREDIT_PERC_MAX,59,2
PREV_APP_CREDIT_PERC_MEAN,89,2
PREV_APP_CREDIT_PERC_VAR,113,2
PREV_AMT_DOWN_PAYMENT_MIN,35,2
PREV_AMT_DOWN_PAYMENT_MAX,60,2
PREV_AMT_DOWN_PAYMENT_MEAN,58,2
PREV_AMT_GOODS_PRICE_MIN,27,2
PREV_AMT_GOODS_PRICE_MAX,11,2
PREV_AMT_GOODS_PRICE_MEAN,52,2
PREV_HOUR_APPR_PROCESS_START_MIN,11,2
PREV_HOUR_APPR_PROCESS_START_MAX,21,2
PREV_HOUR_APPR_PROCESS_START_MEAN,93,2
PREV_RATE_DOWN_PAYMENT_MIN,36,2
PREV_RATE_DOWN_PAYMENT_MAX,48,2
PREV_RATE_DOWN_PAYMENT_MEAN,27,2
PREV_DAYS_DECISION_MIN,45,2
PREV_DAYS_DECISION_MAX,134,2
PREV_DAYS_DECISION_MEAN,61,2
PREV_CNT_PAYMENT_MEAN,134,2
PREV_CNT_PAYMENT_SUM,55,2
PREV_SK_ID_PREV_MEAN,71,2
PREV_NFLAG_LAST_APPL_IN_DAY_MEAN,0,2
PREV_RATE_INTEREST_PRIMARY_MEAN,7,2
PREV_RATE_INTEREST_PRIVILEGED_MEAN,1,2
PREV_SELLERPLACE_AREA_MEAN,73,2
PREV_DAYS_FIRST_DRAWING_MEAN,86,2
PREV_DAYS_FIRST_DUE_MEAN,46,2
PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,199,2
PREV_DAYS_LAST_DUE_MEAN,125,2
PREV_DAYS_TERMINATION_MEAN,68,2
PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,11,2
PREV_NAME_CONTRACT_TYPE_Cash_loans_MEAN,11,2
PREV_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,15,2
PREV_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,19,2
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,9,2
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,2
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,58,2
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,50,2
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,32,2
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,44,2
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,60,2
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,45,2
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,38,2
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,2
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,0,2
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,11,2
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Building_a_house_or_an_annex_MEAN,3,2
PREV_NAME_CASH_LOAN_PURPOSE_Business_development_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_garage_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_holiday_home_land_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_home_MEAN,13,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_new_car_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_used_car_MEAN,7,2
PREV_NAME_CASH_LOAN_PURPOSE_Car_repairs_MEAN,8,2
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Everyday_expenses_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,3,2
PREV_NAME_CASH_LOAN_PURPOSE_Gasification_water_supply_MEAN,18,2
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,20,2
PREV_NAME_CASH_LOAN_PURPOSE_Money_for_a_third_person_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,4,2
PREV_NAME_CASH_LOAN_PURPOSE_Payments_on_other_loans_MEAN,1,2
PREV_NAME_CASH_LOAN_PURPOSE_Purchase_of_electronic_equipment_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Refusal_to_name_the_goal_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,8,2
PREV_NAME_CASH_LOAN_PURPOSE_Urgent_needs_MEAN,14,2
PREV_NAME_CASH_LOAN_PURPOSE_Wedding_gift_holiday_MEAN,0,2
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,2,2
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,20,2
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,2
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,56,2
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,37,2
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,90,2
PREV_NAME_CONTRACT_STATUS_Unused_offer_MEAN,0,2
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,2
PREV_NAME_PAYMENT_TYPE_Cash_through_the_bank_MEAN,24,2
PREV_NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer_MEAN,0,2
PREV_NAME_PAYMENT_TYPE_Non_cash_from_your_account_MEAN,5,2
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,55,2
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,2
PREV_CODE_REJECT_REASON_CLIENT_MEAN,0,2
PREV_CODE_REJECT_REASON_HC_MEAN,35,2
PREV_CODE_REJECT_REASON_LIMIT_MEAN,13,2
PREV_CODE_REJECT_REASON_SCO_MEAN,60,2
PREV_CODE_REJECT_REASON_SCOFR_MEAN,20,2
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,2
PREV_CODE_REJECT_REASON_VERIF_MEAN,14,2
PREV_CODE_REJECT_REASON_XAP_MEAN,29,2
PREV_CODE_REJECT_REASON_XNA_MEAN,2,2
PREV_CODE_REJECT_REASON_nan_MEAN,0,2
PREV_NAME_TYPE_SUITE_Children_MEAN,31,2
PREV_NAME_TYPE_SUITE_Family_MEAN,31,2
PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,1,2
PREV_NAME_TYPE_SUITE_Other_A_MEAN,3,2
PREV_NAME_TYPE_SUITE_Other_B_MEAN,4,2
PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,7,2
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,93,2
PREV_NAME_TYPE_SUITE_nan_MEAN,48,2
PREV_NAME_CLIENT_TYPE_New_MEAN,48,2
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,47,2
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,18,2
PREV_NAME_CLIENT_TYPE_XNA_MEAN,9,2
PREV_NAME_CLIENT_TYPE_nan_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Additional_Service_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Audio_Video_MEAN,42,2
PREV_NAME_GOODS_CATEGORY_Auto_Accessories_MEAN,1,2
PREV_NAME_GOODS_CATEGORY_Clothing_and_Accessories_MEAN,4,2
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,16,2
PREV_NAME_GOODS_CATEGORY_Construction_Materials_MEAN,9,2
PREV_NAME_GOODS_CATEGORY_Consumer_Electronics_MEAN,46,2
PREV_NAME_GOODS_CATEGORY_Direct_Sales_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,17,2
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,8,2
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_House_Construction_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,22,2
PREV_NAME_GOODS_CATEGORY_Medical_Supplies_MEAN,1,2
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,18,2
PREV_NAME_GOODS_CATEGORY_Office_Appliances_MEAN,1,2
PREV_NAME_GOODS_CATEGORY_Other_MEAN,4,2
PREV_NAME_GOODS_CATEGORY_Photo_Cinema_Equipment_MEAN,24,2
PREV_NAME_GOODS_CATEGORY_Sport_and_Leisure_MEAN,25,2
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,1,2
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,2
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,6,2
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,2
PREV_NAME_PORTFOLIO_Cards_MEAN,14,2
PREV_NAME_PORTFOLIO_Cars_MEAN,0,2
PREV_NAME_PORTFOLIO_Cash_MEAN,25,2
PREV_NAME_PORTFOLIO_POS_MEAN,25,2
PREV_NAME_PORTFOLIO_XNA_MEAN,29,2
PREV_NAME_PORTFOLIO_nan_MEAN,0,2
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,24,2
PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,34,2
PREV_NAME_PRODUCT_TYPE_x_sell_MEAN,37,2
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,2
PREV_CHANNEL_TYPE_AP_Cash_loan__MEAN,51,2
PREV_CHANNEL_TYPE_Car_dealer_MEAN,5,2
PREV_CHANNEL_TYPE_Channel_of_corporate_sales_MEAN,48,2
PREV_CHANNEL_TYPE_Contact_center_MEAN,62,2
PREV_CHANNEL_TYPE_Country_wide_MEAN,11,2
PREV_CHANNEL_TYPE_Credit_and_cash_offices_MEAN,69,2
PREV_CHANNEL_TYPE_Regional_Local_MEAN,20,2
PREV_CHANNEL_TYPE_Stone_MEAN,19,2
PREV_CHANNEL_TYPE_nan_MEAN,0,2
PREV_NAME_SELLER_INDUSTRY_Auto_technology_MEAN,8,2
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,11,2
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,29,2
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,3,2
PREV_NAME_SELLER_INDUSTRY_Consumer_electronics_MEAN,27,2
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,16,2
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,7,2
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,2
PREV_NAME_SELLER_INDUSTRY_MLM_partners_MEAN,0,2
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,2
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,14,2
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,2
PREV_NAME_YIELD_GROUP_XNA_MEAN,35,2
PREV_NAME_YIELD_GROUP_high_MEAN,105,2
PREV_NAME_YIELD_GROUP_low_action_MEAN,65,2
PREV_NAME_YIELD_GROUP_low_normal_MEAN,29,2
PREV_NAME_YIELD_GROUP_middle_MEAN,50,2
PREV_NAME_YIELD_GROUP_nan_MEAN,0,2
PREV_PRODUCT_COMBINATION_Card_Street_MEAN,16,2
PREV_PRODUCT_COMBINATION_Card_X_Sell_MEAN,13,2
PREV_PRODUCT_COMBINATION_Cash_MEAN,13,2
PREV_PRODUCT_COMBINATION_Cash_Street_high_MEAN,31,2
PREV_PRODUCT_COMBINATION_Cash_Street_low_MEAN,55,2
PREV_PRODUCT_COMBINATION_Cash_Street_middle_MEAN,4,2
PREV_PRODUCT_COMBINATION_Cash_X_Sell_high_MEAN,53,2
PREV_PRODUCT_COMBINATION_Cash_X_Sell_low_MEAN,71,2
PREV_PRODUCT_COMBINATION_Cash_X_Sell_middle_MEAN,16,2
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,49,2
PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN,17,2
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,25,2
PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN,11,2
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,15,2
PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN,6,2
PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN,2,2
PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN,3,2
PREV_PRODUCT_COMBINATION_nan_MEAN,1,2
APPROVED_AMT_ANNUITY_MIN,60,2
APPROVED_AMT_ANNUITY_MAX,33,2
APPROVED_AMT_ANNUITY_MEAN,106,2
APPROVED_AMT_APPLICATION_MIN,53,2
APPROVED_AMT_APPLICATION_MAX,41,2
APPROVED_AMT_APPLICATION_MEAN,24,2
APPROVED_AMT_CREDIT_MIN,65,2
APPROVED_AMT_CREDIT_MAX,85,2
APPROVED_AMT_CREDIT_MEAN,46,2
APPROVED_APP_CREDIT_PERC_MIN,71,2
APPROVED_APP_CREDIT_PERC_MAX,49,2
APPROVED_APP_CREDIT_PERC_MEAN,98,2
APPROVED_APP_CREDIT_PERC_VAR,109,2
APPROVED_AMT_DOWN_PAYMENT_MIN,30,2
APPROVED_AMT_DOWN_PAYMENT_MAX,93,2
APPROVED_AMT_DOWN_PAYMENT_MEAN,43,2
APPROVED_AMT_GOODS_PRICE_MIN,69,2
APPROVED_AMT_GOODS_PRICE_MAX,19,2
APPROVED_AMT_GOODS_PRICE_MEAN,29,2
APPROVED_HOUR_APPR_PROCESS_START_MIN,21,2
APPROVED_HOUR_APPR_PROCESS_START_MAX,47,2
APPROVED_HOUR_APPR_PROCESS_START_MEAN,51,2
APPROVED_RATE_DOWN_PAYMENT_MIN,17,2
APPROVED_RATE_DOWN_PAYMENT_MAX,29,2
APPROVED_RATE_DOWN_PAYMENT_MEAN,15,2
APPROVED_DAYS_DECISION_MIN,54,2
APPROVED_DAYS_DECISION_MAX,133,2
APPROVED_DAYS_DECISION_MEAN,58,2
APPROVED_CNT_PAYMENT_MEAN,143,2
APPROVED_CNT_PAYMENT_SUM,145,2
REFUSED_AMT_ANNUITY_MIN,49,2
REFUSED_AMT_ANNUITY_MAX,35,2
REFUSED_AMT_ANNUITY_MEAN,23,2
REFUSED_AMT_APPLICATION_MIN,43,2
REFUSED_AMT_APPLICATION_MAX,18,2
REFUSED_AMT_APPLICATION_MEAN,18,2
REFUSED_AMT_CREDIT_MIN,62,2
REFUSED_AMT_CREDIT_MAX,17,2
REFUSED_AMT_CREDIT_MEAN,21,2
REFUSED_APP_CREDIT_PERC_MIN,45,2
REFUSED_APP_CREDIT_PERC_MAX,27,2
REFUSED_APP_CREDIT_PERC_MEAN,33,2
REFUSED_APP_CREDIT_PERC_VAR,42,2
REFUSED_AMT_DOWN_PAYMENT_MIN,7,2
REFUSED_AMT_DOWN_PAYMENT_MAX,25,2
REFUSED_AMT_DOWN_PAYMENT_MEAN,9,2
REFUSED_AMT_GOODS_PRICE_MIN,44,2
REFUSED_AMT_GOODS_PRICE_MAX,17,2
REFUSED_AMT_GOODS_PRICE_MEAN,64,2
REFUSED_HOUR_APPR_PROCESS_START_MIN,39,2
REFUSED_HOUR_APPR_PROCESS_START_MAX,35,2
REFUSED_HOUR_APPR_PROCESS_START_MEAN,46,2
REFUSED_RATE_DOWN_PAYMENT_MIN,10,2
REFUSED_RATE_DOWN_PAYMENT_MAX,23,2
REFUSED_RATE_DOWN_PAYMENT_MEAN,16,2
REFUSED_DAYS_DECISION_MIN,28,2
REFUSED_DAYS_DECISION_MAX,74,2
REFUSED_DAYS_DECISION_MEAN,48,2
REFUSED_CNT_PAYMENT_MEAN,33,2
REFUSED_CNT_PAYMENT_SUM,11,2
POS_MONTHS_BALANCE_MAX,90,2
POS_MONTHS_BALANCE_MEAN,88,2
POS_MONTHS_BALANCE_SIZE,112,2
POS_SK_DPD_MAX,23,2
POS_SK_DPD_MEAN,48,2
POS_SK_DPD_DEF_MAX,42,2
POS_SK_DPD_DEF_MEAN,97,2
POS_SK_ID_PREV_MEAN,86,2
POS_CNT_INSTALMENT_MEAN,75,2
POS_CNT_INSTALMENT_FUTURE_MEAN,243,2
POS_NAME_CONTRACT_STATUS_Active_MEAN,92,2
POS_NAME_CONTRACT_STATUS_Amortized_debt_MEAN,0,2
POS_NAME_CONTRACT_STATUS_Approved_MEAN,2,2
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,2
POS_NAME_CONTRACT_STATUS_Completed_MEAN,67,2
